Probe Set ID	Gene Symbol	Gene Title
39149_at	PRCC	papillary renal cell carcinoma (translocation-associated)
39150_at	RNF11	ring finger protein 11
39151_at	PAPPA2	Pappalysin 2
39152_f_at	COIL	coilin
39153_r_at	COIL	coilin
39154_at	GADD45G	growth arrest and DNA-damage-inducible, gamma
39155_at	PSMD3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3
39156_at	RFPL3S	ret finger protein-like 3 antisense
39157_at	LOC646621	similar to Ral guanine nucleotide dissociation stimulator (RalGEF) (RalGDS)
39158_at	ATF5	activating transcription factor 5
39159_at	SH3GL1	SH3-domain GRB2-like 1
39160_at	PDHB	pyruvate dehydrogenase (lipoamide) beta
39161_at	C17ORF75	chromosome 17 open reading frame 75
39162_at	GTF2H5	general transcription factor IIH, polypeptide 5
39163_at	KIDINS220	kinase D-interacting substance of 220 kDa
39164_at	ARIH2	ariadne homolog 2 (Drosophila)
39165_at	NIFUN	NifU-like N-terminal domain containing
39166_s_at	SERPINH1	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)
39167_r_at	SERPINH1	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)
39168_at	ZBED1	zinc finger, BED-type containing 1
39169_at	SEC61G	Sec61 gamma subunit
39170_at	CD59	CD59 molecule, complement regulatory protein
39171_at	CTNNBIP1	catenin, beta interacting protein 1
39172_at	C10ORF22	chromosome 10 open reading frame 22
39173_at	FBL	fibrillarin
39174_at	NCOA4	nuclear receptor coactivator 4
39175_at	PFKP	phosphofructokinase, platelet
39176_f_at	CEL	carboxyl ester lipase (bile salt-stimulated lipase)
39177_r_at	CEL	carboxyl ester lipase (bile salt-stimulated lipase)
39178_at	RTN1	reticulon 1
39179_at	PRG2	proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein)
39180_at	FUS	fusion (involved in t(12;16) in malignant liposarcoma)
39181_at	---	---
39182_at	EMP3	epithelial membrane protein 3
39183_at	PCTK1	PCTAIRE protein kinase 1
39184_at	TCEB2	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)
39185_at	WDR45L	WDR45-like
39186_s_at	---	---
39187_at	RUNX2	runt-related transcription factor 2
39188_at	GUCY2F	Guanylate cyclase 2F, retinal
39189_at	KCNC4	potassium voltage-gated channel, Shaw-related subfamily, member 4
39190_s_at	SLC25A42	solute carrier family 25, member 42
39191_at	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)
39192_at	---	---
39193_at	CRMP1	Collapsin response mediator protein 1
39194_at	CRMP1	Collapsin response mediator protein 1
39195_s_at	SLC25A26	solute carrier family 25, member 26
39196_i_at	LRIG1	Leucine-rich repeats and immunoglobulin-like domains 1
39197_s_at	PFAAP5	Phosphonoformate immuno-associated protein 5
39198_s_at	TTC15	Tetratricopeptide repeat domain 15
39199_at	ACVR1B	activin A receptor, type IB
391_at	PPP5C	protein phosphatase 5, catalytic subunit
39200_s_at	CIP29	Cytokine induced protein 29 kDa
39201_r_at	CIP29	Cytokine induced protein 29 kDa
39202_at	TRAF3IP1	TNF receptor-associated factor 3 interacting protein 1
39203_at	C14ORF132	Chromosome 14 open reading frame 132
39204_at	ANTXR1	Anthrax toxin receptor 1
39205_at	GDPD5	Glycerophosphodiester phosphodiesterase domain containing 5
39206_s_at	AGC1 /// LOC649366	aggrecan 1 (chondroitin sulfate proteoglycan 1, large aggregating proteoglycan, antigen identified by monoclonal antibody A0122) /// similar to aggrecan 1 isoform 2 precursor
39207_r_at	AGC1 /// LOC649366	aggrecan 1 (chondroitin sulfate proteoglycan 1, large aggregating proteoglycan, antigen identified by monoclonal antibody A0122) /// similar to aggrecan 1 isoform 2 precursor
39208_i_at	PPBP	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)
39209_r_at	PPBP	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)
39210_at	FUT4	fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)
39211_at	CCDC94	coiled-coil domain containing 94
39212_at	ZNF415	zinc finger protein 415
39213_at	PAK7	p21(CDKN1A)-activated kinase 7
39214_at	PLXNB3 /// STK23	plexin B3 /// serine/threonine kinase 23
39215_at	NPPB	natriuretic peptide precursor B
39216_at	UNC93A	unc-93 homolog A (C. elegans)
39217_at	LOC145899	hypothetical protein LOC145899
39218_at	ZNF19 /// ZNF23	zinc finger protein 19 /// zinc finger protein 23 (KOX 16)
39219_at	CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma
39220_at	SCGB1A1	secretoglobin, family 1A, member 1 (uteroglobin)
39221_at	LILRB2	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2
39222_at	PIK3C2G	phosphoinositide-3-kinase, class 2, gamma polypeptide
39223_at	C1ORF175	chromosome 1 open reading frame 175
39224_at	CENTD1	centaurin, delta 1
39225_at	AGPS	alkylglycerone phosphate synthase
39226_at	CD3G	CD3g molecule, gamma (CD3-TCR complex)
39227_at	PTPRT	protein tyrosine phosphatase, receptor type, T
39228_at	SDCCAG1	serologically defined colon cancer antigen 1
39229_at	SDCCAG1	Serologically defined colon cancer antigen 1
39230_at	APOBEC3B	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B
39231_at	CHD1	chromodomain helicase DNA binding protein 1
39232_at	LIMS1	LIM and senescent cell antigen-like domains 1
39233_at	MRE11A	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)
39234_at	---	---
39235_at	ARMC6	armadillo repeat containing 6
39236_s_at	FAAH	fatty acid amide hydrolase
39237_at	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3
39238_at	NAT6	N-acetyltransferase 6
39239_at	CD8B	CD8b molecule
39240_at	NRXN1	neurexin 1
39241_at	---	---
39242_at	SYT5	synaptotagmin V
39243_s_at	PSIP1	PC4 and SFRS1 interacting protein 1
39244_at	RAB4A	RAB4A, member RAS oncogene family
39245_at	MBOAT5	membrane bound O-acyltransferase domain containing 5
39246_at	STAG1	stromal antigen 1
39247_at	ABCC6 /// LOC653770	ATP-binding cassette, sub-family C (CFTR/MRP), member 6 /// similar to ATP-binding cassette, sub-family C, member 6
39248_at	AQP3	aquaporin 3 (Gill blood group)
39249_at	AQP3	aquaporin 3 (Gill blood group)
39250_at	NOV	nephroblastoma overexpressed gene
39251_at	CCNC	cyclin C
39252_at	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit
39253_s_at	RALA	v-ral simian leukemia viral oncogene homolog A (ras related)
39254_at	RAI14	retinoic acid induced 14
39255_at	PROC	protein C (inactivator of coagulation factors Va and VIIIa)
39256_at	KLF12	Kruppel-like factor 12
39257_at	KLF12	Kruppel-like factor 12
39258_at	RNF126	ring finger protein 126
39259_at	---	---
39260_at	SLC16A4	solute carrier family 16 (monocarboxylic acid transporters), member 4
39261_at	ZBTB48	zinc finger and BTB domain containing 48
39262_at	SAC3D1	SAC3 domain containing 1
39263_at	OAS2	2'-5'-oligoadenylate synthetase 2, 69/71kDa
39264_at	OAS2	2'-5'-oligoadenylate synthetase 2, 69/71kDa
39265_at	ARTS-1	type 1 tumor necrosis factor receptor shedding aminopeptidase regulator
39266_at	---	MRNA; cDNA DKFZp547P042 (from clone DKFZp547P042)
39267_at	PGM3	phosphoglucomutase 3
39268_at	KCNF1	potassium voltage-gated channel, subfamily F, member 1
39269_at	RFC3	replication factor C (activator 1) 3, 38kDa
39270_at	CLEC4M	C-type lectin domain family 4, member M
39271_at	MIA	melanoma inhibitory activity
39272_g_at	RAB4B /// LOC654335	RAB4B, member RAS oncogene family /// similar to RAB4B, member RAS oncogene family
39273_at	---	CDNA clone IMAGE:4811759
39274_at	NUP62	nucleoporin 62kDa
39275_at	CACNA1D	calcium channel, voltage-dependent, L type, alpha 1D subunit
39276_g_at	CACNA1D	calcium channel, voltage-dependent, L type, alpha 1D subunit
39277_at	---	---
39278_at	TGM4	transglutaminase 4 (prostate)
39279_at	BMP6	bone morphogenetic protein 6
39280_at	TNRC5	trinucleotide repeat containing 5
39281_at	ARHGEF11	Rho guanine nucleotide exchange factor (GEF) 11
39282_at	ZCSL3	zinc finger, CSL-type containing 3
39283_at	SHROOM2	shroom family member 2
39284_at	SLC3A1	solute carrier family 3 (cystine, dibasic and neutral amino acid transporters, activator of cystine, dibasic and neutral amino acid transport), member 1
39285_at	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha
39286_at	TOB2	transducer of ERBB2, 2
39287_at	IGSF4B	Immunoglobulin superfamily, member 4B
39288_at	IGSF4B	immunoglobulin superfamily, member 4B
39289_at	P18SRP	P18SRP protein
39290_f_at	SERBP1	SERPINE1 mRNA binding protein 1
39291_at	PHKA1	phosphorylase kinase, alpha 1 (muscle)
39292_r_at	TRIM24	tripartite motif-containing 24
39293_at	B3GALNT1	UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1 (Globoside blood group)
39294_at	NR2F1	nuclear receptor subfamily 2, group F, member 1
39295_s_at	SORBS2	sorbin and SH3 domain containing 2
39296_at	LOC150759	hypothetical protein LOC150759
39297_at	MAB21L1	mab-21-like 1 (C. elegans)
39298_at	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
39299_at	FASTKD2	FAST kinase domains 2
392_g_at	PPP5C	protein phosphatase 5, catalytic subunit
39300_at	---	---
39301_at	CAPN3	calpain 3, (p94)
39302_at	DSC2	desmocollin 2
39303_at	BTRC	beta-transducin repeat containing
39304_g_at	BTRC	beta-transducin repeat containing
39305_at	BTRC	beta-transducin repeat containing
39306_at	PRSS16	protease, serine, 16 (thymus)
39307_s_at	CLTB	clathrin, light polypeptide (Lcb)
39308_r_at	CLTB	clathrin, light polypeptide (Lcb)
39309_at	BDKRB2	bradykinin receptor B2
39310_at	BDKRB2	bradykinin receptor B2
39311_at	FOLR1	folate receptor 1 (adult)
39312_r_at	---	---
39313_at	WNK1	WNK lysine deficient protein kinase 1
39314_at	ACVR2B	activin A receptor, type IIB
39315_at	ANGPT1	angiopoietin 1
39316_at	RAB40C	RAB40C, member RAS oncogene family
39317_at	CMAH	cytidine monophosphate-N-acetylneuraminic acid hydroxylase (CMP-N-acetylneuraminate monooxygenase)
39318_at	TCL1A	T-cell leukemia/lymphoma 1A
39319_at	LCP2	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)
39320_at	CASP1	caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)
39321_at	GABRA5	Gamma-aminobutyric acid (GABA) A receptor, alpha 5
39322_at	KLHL25	kelch-like 25 (Drosophila)
39323_at	INPP5E	inositol polyphosphate-5-phosphatase, 72 kDa
39324_at	PGAP1	GPI deacylase
39325_at	LEFTY2	left-right determination factor 2
39326_at	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1
39327_at	PXDN	peroxidasin homolog (Drosophila)
39328_at	HMGCR	3-hydroxy-3-methylglutaryl-Coenzyme A reductase
39329_at	ACTN1	actinin, alpha 1
39330_s_at	ACTN1	actinin, alpha 1
39331_at	TUBB2A	tubulin, beta 2A
39332_at	TUBB2B	tubulin, beta 2B
39333_at	COL4A1	collagen, type IV, alpha 1
39334_s_at	ATN1	atrophin 1
39335_at	LOC143244	similar to Eukaryotic translation initiation factor 5A (eIF-5A) (eIF-4D) (Rev-binding factor)
39336_at	ARF3	ADP-ribosylation factor 3
39337_at	H2AFZ	H2A histone family, member Z
39338_at	S100A10	S100 calcium binding protein A10 (annexin II ligand, calpactin I, light polypeptide (p11))
39339_at	TMEM63A	transmembrane protein 63A
39340_at	HEXA	hexosaminidase A (alpha polypeptide)
39341_at	TRIP6	thyroid hormone receptor interactor 6
39342_at	MARS	methionine-tRNA synthetase
39343_at	TRA2A	Transformer-2 alpha
39344_at	TRA2A	transformer-2 alpha
39345_at	NPC2	Niemann-Pick disease, type C2
39346_at	KHDRBS1	KH domain containing, RNA binding, signal transduction associated 1
39347_at	AP2S1	adaptor-related protein complex 2, sigma 1 subunit
39348_at	PRMT2	protein arginine methyltransferase 2
39349_at	PRMT2	protein arginine methyltransferase 2
39350_at	GPC3	glypican 3
39351_at	CD59	CD59 molecule, complement regulatory protein
39352_at	CGA	glycoprotein hormones, alpha polypeptide
39353_at	HSPE1	heat shock 10kDa protein 1 (chaperonin 10)
39354_at	PRDX6	peroxiredoxin 6
39355_at	ABCE1	ATP-binding cassette, sub-family E (OABP), member 1
39356_at	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like
39357_at	EMG1	EMG1 nucleolar protein homolog (S. cerevisiae)
39358_at	NCOR2	nuclear receptor co-repressor 2
39359_s_at	NCOR2	nuclear receptor co-repressor 2
39360_at	SNX3	sorting nexin 3
39361_f_at	TSPAN6	tetraspanin 6
39362_r_at	TSPAN6	tetraspanin 6
39363_at	CHMP2A	chromatin modifying protein 2A
39364_s_at	PPP1R3C	protein phosphatase 1, regulatory (inhibitor) subunit 3C
39365_i_at	PPP1R3C	protein phosphatase 1, regulatory (inhibitor) subunit 3C
39366_at	PPP1R3C	protein phosphatase 1, regulatory (inhibitor) subunit 3C
39367_at	ELAC2	elaC homolog 2 (E. coli)
39368_at	EIF2S2	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa
39369_at	MAN2B2	mannosidase, alpha, class 2B, member 2
39370_at	MAP1LC3B	microtubule-associated protein 1 light chain 3 beta
39371_at	MAP1LC3B	Microtubule-associated protein 1 light chain 3 beta
39372_at	FADS1	fatty acid desaturase 1
39373_at	FADS1	fatty acid desaturase 1
39374_at	GTSE1	G-2 and S-phase expressed 1
39375_g_at	GTSE1	G-2 and S-phase expressed 1
39376_at	HIPK1	homeodomain interacting protein kinase 1
39377_at	MRPS27	mitochondrial ribosomal protein S27
39378_at	BECN1	beclin 1 (coiled-coil, myosin-like BCL2 interacting protein)
39379_at	C1ORF121	chromosome 1 open reading frame 121
39380_at	ANKRD17	ankyrin repeat domain 17
39381_at	C6ORF120	chromosome 6 open reading frame 120
39382_at	TRIM2	tripartite motif-containing 2
39383_at	ADCY6	adenylate cyclase 6
39384_at	ELAVL1	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)
39385_at	ANPEP	alanyl (membrane) aminopeptidase (aminopeptidase N, aminopeptidase M, microsomal aminopeptidase, CD13, p150)
39386_at	MAD2L1BP	MAD2L1 binding protein
39387_at	SEPHS1	Selenophosphate synthetase 1
39388_at	CAMK2G	calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma
39389_at	CD9	CD9 molecule
39390_at	NUP133	nucleoporin 133kDa
39391_at	STAMBP	STAM binding protein
39392_at	GNPAT	glyceronephosphate O-acyltransferase
39393_r_at	APOH	apolipoprotein H (beta-2-glycoprotein I)
39394_at	LOC401034	hypothetical LOC401034
39395_at	THY1	Thy-1 cell surface antigen
39396_at	LYPLA1	lysophospholipase I
39397_at	NR2F2	nuclear receptor subfamily 2, group F, member 2
39398_s_at	TBCD	tubulin-specific chaperone d
39399_at	TBCD	tubulin-specific chaperone d
393_s_at	RUNX1	runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)
39400_at	TBC1D2B	TBC1 domain family, member 2B
39401_at	LOC552889	hypothetical LOC552889
39402_at	IL1B	interleukin 1, beta
39403_at	DNAJC13	DnaJ (Hsp40) homolog, subfamily C, member 13
39404_s_at	UPF1	UPF1 regulator of nonsense transcripts homolog (yeast)
39405_at	UTP14C	UTP14, U3 small nucleolar ribonucleoprotein, homolog C (yeast)
39406_at	BMP1	bone morphogenetic protein 1
39407_at	BMP1	bone morphogenetic protein 1
39408_at	ACADS	acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain
39409_at	C1R /// LOC643676	complement component 1, r subcomponent /// similar to Complement C1r subcomponent precursor (Complement component 1, r subcomponent)
39410_at	DDEF2	development and differentiation enhancing factor 2
39411_at	TIPARP	TCDD-inducible poly(ADP-ribose) polymerase
39412_at	TRIM26	tripartite motif-containing 26
39413_at	OPHN1	oligophrenin 1
39414_at	LOC643693	Hypothetical protein LOC643693
39415_at	HNRPK	heterogeneous nuclear ribonucleoprotein K
39416_at	TAX1BP3	Tax1 (human T-cell leukemia virus type I) binding protein 3
39417_at	CDC2L6	cell division cycle 2-like 6 (CDK8-like)
39418_at	RSL1D1	ribosomal L1 domain containing 1
39419_at	SPAG9	sperm associated antigen 9
39420_at	DDIT3	DNA-damage-inducible transcript 3
39421_at	RUNX1	runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)
39422_at	PDE4DIP /// LOC642537	phosphodiesterase 4D interacting protein (myomegalin) /// similar to phosphodiesterase 4D interacting protein isoform 2
39423_f_at	SPOP	speckle-type POZ protein
39424_at	TNFRSF14	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)
39425_at	TXNRD1	thioredoxin reductase 1
39426_at	TCERG1	transcription elongation regulator 1
39427_at	UQCRB	ubiquinol-cytochrome c reductase binding protein
39428_at	SH2B3	SH2B adaptor protein 3
39429_at	UVRAG	UV radiation resistance associated gene
39430_at	TNKS	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase
39431_at	LOC649270	region containing aminopeptidase puromycin sensitive; hypothetical protein FLJ11822
39432_at	B4GALT4	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4
39433_at	C22ORF9	chromosome 22 open reading frame 9
39434_at	FAM21B /// FAM21C /// RP11-56A21.1 /// LOC653450	family with sequence similarity 21, member B /// family with sequence similarity 21, member C /// similar to KIAA0592 protein /// similar to similar to KIAA0592 protein
39435_at	PFDN1	prefoldin subunit 1
39436_at	BNIP3L	BCL2/adenovirus E1B 19kDa interacting protein 3-like
39437_at	ZNF289	zinc finger protein 289, ID1 regulated
39438_at	CREBL2	cAMP responsive element binding protein-like 2
39439_at	C10ORF95	Chromosome 10 open reading frame 95
39440_f_at	C10ORF95	Chromosome 10 open reading frame 95
39441_at	LANCL1	LanC lantibiotic synthetase component C-like 1 (bacterial)
39442_at	UNC50	unc-50 homolog (C. elegans)
39443_s_at	COX5B	cytochrome c oxidase subunit Vb
39444_at	SF3B1	splicing factor 3b, subunit 1, 155kDa
39445_at	B4GALT3	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3
39446_s_at	---	---
39447_f_at	LRRC23	Leucine rich repeat containing 23
39448_r_at	LRRC23	Leucine rich repeat containing 23
39449_at	SKP2	S-phase kinase-associated protein 2 (p45)
39450_s_at	IDS	iduronate 2-sulfatase (Hunter syndrome)
39451_i_at	IDS	iduronate 2-sulfatase (Hunter syndrome)
39452_s_at	SPTBN1	spectrin, beta, non-erythrocytic 1
39453_at	---	---
39454_f_at	TLX2	T-cell leukemia homeobox 2
39455_r_at	TLX2	T-cell leukemia homeobox 2
39456_at	AAK1	AP2 associated kinase 1
39457_r_at	---	---
39458_s_at	---	---
39459_at	LOC552889	Hypothetical LOC552889
39460_g_at	LOC552889	Hypothetical LOC552889
39461_s_at	CHD8	chromodomain helicase DNA binding protein 8
39462_s_at	---	Transcribed locus, strongly similar to NP_060119.3 cyclin M2 isoform 1; ancient conserved domain protein 2 [Homo sapiens]
39463_at	AAK1	AP2 associated kinase 1
39464_at	HSPA8	Heat shock 70kDa protein 8
39465_f_at	---	---
39466_s_at	MYH10	Myosin, heavy polypeptide 10, non-muscle
39467_f_at	---	---
39468_r_at	---	---
39469_s_at	ATP8A2	ATPase, aminophospholipid transporter-like, Class I, type 8A, member 2
39470_at	---	---
39471_at	GPIAP1	GPI-anchored membrane protein 1
39472_s_at	PHF21A	PHD finger protein 21A
39473_r_at	---	---
39474_s_at	GREM1	gremlin 1, cysteine knot superfamily, homolog (Xenopus laevis)
39475_at	C4ORF9	Chromosome 4 open reading frame 9
39476_at	---	---
39477_s_at	RNF20	Ring finger protein 20
39478_at	KCTD7	Potassium channel tetramerisation domain containing 7
39479_g_at	KCTD7	Potassium channel tetramerisation domain containing 7
39480_s_at	ZNF291	Zinc finger protein 291
39481_at	ELOVL6	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)
39482_at	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase
39483_s_at	MGC15523	Hypothetical protein MGC15523
39484_at	LOC133619	Hypothetical protein MGC12103
39485_g_at	LOC133619	Hypothetical protein MGC12103
39486_s_at	HEG1	HEG homolog 1 (zebrafish)
39487_at	INPP4A	Inositol polyphosphate-4-phosphatase, type I, 107kDa
39488_at	PCDH9	Protocadherin 9
39489_g_at	PCDH9	Protocadherin 9
39490_f_at	---	---
39491_s_at	---	Full length insert cDNA clone ZE05A03
39492_at	INE2	inactivation escape 2
39493_at	SEC61A1	Sec61 alpha 1 subunit (S. cerevisiae)
39494_at	DKFZP686P18101	Similar to TFIIH basal transcription factor complex p44 subunit (Basic transcription factor 2 44 kDa subunit) (BTF2-p44) (General transcription factor IIH polypeptide 2)
39495_at	KIAA1245	KIAA1245
39496_s_at	TMEM118	Transmembrane protein 118
39497_at	---	---
39498_at	---	---
39499_s_at	PARD3	Par-3 partitioning defective 3 homolog (C. elegans)
394_at	BLMH	bleomycin hydrolase
39500_s_at	C1ORF63	Chromosome 1 open reading frame 63
39501_f_at	APBA2BP	Amyloid beta (A4) precursor protein-binding, family A, member 2 binding protein
39502_at	DPYSL4	Dihydropyrimidinase-like 4
39503_s_at	DPYSL4	dihydropyrimidinase-like 4
39504_at	GJA12	gap junction protein, alpha 12, 47kDa
39505_at	GJA12	Gap junction protein, alpha 12, 47kDa
39506_at	---	CDNA FLJ26539 fis, clone KDN09310
39507_at	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
39508_at	NDRG2	NDRG family member 2
39509_at	LOC92482	hypothetical protein LOC92482
39510_r_at	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)
39511_at	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4
39512_s_at	---	CDNA FLJ34214 fis, clone FCBBF3021807
39513_r_at	---	CDNA FLJ34214 fis, clone FCBBF3021807
39514_s_at	---	CDNA FLJ34214 fis, clone FCBBF3021807
39515_s_at	POP5	Processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)
39516_at	POP5	processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)
39517_at	C5ORF15	chromosome 5 open reading frame 15
39518_at	LOC133619	hypothetical protein MGC12103
39519_at	KIAA0692	KIAA0692
39520_at	KIAA0692	KIAA0692
39521_at	SLC12A4	solute carrier family 12 (potassium/chloride transporters), member 4
39522_at	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
39523_at	STX16	syntaxin 16
39524_at	RHO	rhodopsin (opsin 2, rod pigment) (retinitis pigmentosa 4, autosomal dominant)
39525_at	PLEKHB2	Pleckstrin homology domain containing, family B (evectins) member 2
39526_at	KIAA1155	KIAA1155 protein
39527_at	KIAA1155	KIAA1155 protein
39528_at	RRAD	Ras-related associated with diabetes
39529_at	PDLIM7	PDZ and LIM domain 7 (enigma)
39530_at	PDLIM7	PDZ and LIM domain 7 (enigma)
39531_at	MAP1B	microtubule-associated protein 1B
39532_at	RIN1	Ras and Rab interactor 1
39533_at	SLC7A6	solute carrier family 7 (cationic amino acid transporter, y+ system), member 6
39534_at	TSSK2	testis-specific serine kinase 2
39535_at	HMX1	homeobox (H6 family) 1
39536_at	HMX1	Homeobox (H6 family) 1
39537_at	KLHDC3	kelch domain containing 3
39538_at	SORT1	Sortilin 1
39539_at	ZBTB7A	Zinc finger and BTB domain containing 7A
39540_at	ZBTB7A	zinc finger and BTB domain containing 7A
39541_at	HEG1	HEG homolog 1 (zebrafish)
39542_at	ENC1	ectodermal-neural cortex (with BTB-like domain)
39543_at	DMN	Desmuslin
39544_at	DMN	desmuslin
39545_at	CDKN1C	Cyclin-dependent kinase inhibitor 1C (p57, Kip2)
39546_s_at	NOL7	nucleolar protein 7, 27kDa
39547_at	RANBP9	RAN binding protein 9
39548_at	NPAS2	neuronal PAS domain protein 2
39549_at	NPAS2	neuronal PAS domain protein 2
39550_at	GLT25D2	glycosyltransferase 25 domain containing 2
39551_at	PHF21A	PHD finger protein 21A
39552_at	PTEN	phosphatase and tensin homolog (mutated in multiple advanced cancers 1)
39553_at	PTENP1	Phosphatase and tensin homolog (mutated in multiple advanced cancers 1), pseudogene 1
39554_at	ING2	Inhibitor of growth family, member 2
39555_at	ING2	inhibitor of growth family, member 2
39556_at	SPTBN1	spectrin, beta, non-erythrocytic 1
39557_at	LOC201229	hypothetical protein LOC201229
39558_s_at	LOC201229	Hypothetical protein LOC201229
39559_at	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
39560_at	---	Transcribed locus, strongly similar to NP_055107.3 chromobox homolog 6 [Homo sapiens]
39561_at	CBX6	chromobox homolog 6
39562_at	CGGBP1	CGG triplet repeat binding protein 1
39563_at	MIA3	melanoma inhibitory activity family, member 3
39564_s_at	ABCB6	ATP-binding cassette, sub-family B (MDR/TAP), member 6
39565_at	BMPR1A	bone morphogenetic protein receptor, type IA
39566_at	CHRNA7 /// CHRFAM7A /// LOC652740	cholinergic receptor, nicotinic, alpha 7 /// CHRNA7 (cholinergic receptor, nicotinic, alpha 7, exons 5-10) and FAM7A (family with sequence similarity 7A, exons A-E) fusion /// similar to CHRNA7-FAM7A fusion isoform 1
39567_at	AQP7	aquaporin 7
39568_g_at	AQP7	aquaporin 7
39569_at	EVPL	envoplakin
39570_at	CAMSAP1	calmodulin regulated spectrin-associated protein 1
39571_at	CAMSAP1	calmodulin regulated spectrin-associated protein 1
39572_at	GRIK2	Glutamate receptor, ionotropic, kainate 2
39573_at	GRIK2	glutamate receptor, ionotropic, kainate 2
39574_at	SEMA4F	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F
39575_at	AJAP1	adherens junction associated protein 1
39576_at	PDE6B	phosphodiesterase 6B, cGMP-specific, rod, beta (congenital stationary night blindness 3, autosomal dominant)
39577_at	SOSTDC1	sclerostin domain containing 1
39578_at	HR	hairless homolog (mouse)
39579_at	CLDN10	claudin 10
39580_at	KIAA0649	KIAA0649
39581_at	CSTA	cystatin A (stefin A)
39582_at	CYLD	Cylindromatosis (turban tumor syndrome)
39583_at	LRRN5	leucine rich repeat neuronal 5
39584_at	CAMTA1	calmodulin binding transcription activator 1
39585_at	CCRK	cell cycle related kinase
39586_at	DSG1	desmoglein 1
39587_at	CCDC22	coiled-coil domain containing 22
39588_at	TNFSF12	tumor necrosis factor (ligand) superfamily, member 12
39589_at	KIAA0319	KIAA0319
39590_at	APBA2	amyloid beta (A4) precursor protein-binding, family A, member 2 (X11-like)
39591_s_at	FGL2	fibrinogen-like 2
39592_r_at	FGL2	fibrinogen-like 2
39593_at	FGL2	fibrinogen-like 2
39594_f_at	MT1H /// LOC645745 /// LOC650610	metallothionein 1H /// metallothionein 1H-like protein /// hypothetical protein LOC650610
39595_at	RWDD2	RWD domain containing 2
39596_at	NTRK3	neurotrophic tyrosine kinase, receptor, type 3
39597_at	ABLIM3	actin binding LIM protein family, member 3
39598_at	GJB1	gap junction protein, beta 1, 32kDa (connexin 32, Charcot-Marie-Tooth neuropathy, X-linked)
39599_at	SLC6A1	solute carrier family 6 (neurotransmitter transporter, GABA), member 1
395_at	---	---
39600_at	PAQR3	progestin and adipoQ receptor family member III
39601_at	RASSF1	Ras association (RalGDS/AF-6) domain family 1
39602_at	MYRIP	myosin VIIA and Rab interacting protein
39603_at	DISC1	disrupted in schizophrenia 1
39604_at	PSCDBP	pleckstrin homology, Sec7 and coiled-coil domains, binding protein
